date,product
2017-04-12,sh510050
2017-04-13,sh510050
2017-04-14,sh510050
2017-04-17,空仓
2017-04-18,空仓
2017-04-19,空仓
2017-04-20,空仓
2017-04-21,空仓
2017-04-24,空仓
2017-04-25,空仓
2017-04-26,空仓
2017-04-27,sh510050
2017-04-28,空仓
2017-05-02,空仓
2017-05-03,空仓
2017-05-04,空仓
2017-05-05,空仓
2017-05-08,空仓
2017-05-09,空仓
2017-05-10,空仓
2017-05-11,空仓
2017-05-12,sh510050
2017-05-15,空仓
2017-05-16,空仓
2017-05-17,空仓
2017-05-18,空仓
2017-05-19,空仓
2017-05-22,空仓
2017-05-23,sh510050
2017-05-24,sh510050
2017-05-25,sh510050
2017-05-26,sh510050
2017-05-31,sh510050
2017-06-01,sh510050
2017-06-02,sh510050
2017-06-05,sh510050
2017-06-06,sh510050
2017-06-07,sh510050
2017-06-08,sh510050
2017-06-09,sh510050
2017-06-12,sh510050
2017-06-13,sh510050
2017-06-14,sh510050
2017-06-15,sh510050
2017-06-16,sh510050
2017-06-19,sh510050
2017-06-20,sh510050
2017-06-21,sh510050
2017-06-22,sh510050
2017-06-23,sh510050
2017-06-26,sh510050
2017-06-27,sh510050
2017-06-28,sh510050
2017-06-29,sh510050
2017-06-30,sh510050
2017-07-03,sh510050
2017-07-04,sh510050
2017-07-05,sh510050
2017-07-06,sh510050
2017-07-07,sh510050
2017-07-10,sh510050
2017-07-11,sh510050
2017-07-12,sh510050
2017-07-13,sh510050
2017-07-14,sh510050
2017-07-17,sh510050
2017-07-18,sh510050
2017-07-19,sh510050
2017-07-20,sh510050
2017-07-21,sh510050
2017-07-24,sh510050
2017-07-25,sh510050
2017-07-26,sh510050
2017-07-27,sh510050
2017-07-28,sh510050
2017-07-31,sh510050
2017-08-01,sh510050
2017-08-02,sh510050
2017-08-03,sh510050
2017-08-04,sh510050
2017-08-07,sh510050
2017-08-08,sh510050
2017-08-09,sh510050
2017-08-10,sh510050
2017-08-11,sh510050
2017-08-14,sh510050
2017-08-15,sh510050
2017-08-16,sh510050
2017-08-17,sz159915
2017-08-18,sh510050
2017-08-21,sz159915
2017-08-22,sz159915
2017-08-23,sz159915
2017-08-24,sz159915
2017-08-25,sz159915
2017-08-28,sz159915
2017-08-29,sz159915
2017-08-30,sz159915
2017-08-31,sz159915
2017-09-01,sz159915
2017-09-04,sz159915
2017-09-05,sz159915
2017-09-06,sz159915
2017-09-07,sz159915
2017-09-08,sz159915
2017-09-11,sz159915
2017-09-12,sz159915
2017-09-13,sz159915
2017-09-14,sz159915
2017-09-15,sz159915
2017-09-18,sz159915
2017-09-19,sz159915
2017-09-20,sz159915
2017-09-21,sz159915
2017-09-22,sh510050
2017-09-25,sh510050
2017-09-26,sh510050
2017-09-27,sh510050
2017-09-28,sz159915
2017-09-29,sz159915
2017-10-09,sz159915
2017-10-10,sz159915
