date,product
2018-12-14,sh511010
2019-01-25,sh510050
2019-02-15,sz159915
2019-02-19,sh510050
2019-02-20,sz159915
2019-04-10,sh510050
2019-05-09,空仓
2019-05-16,sh511010
2019-06-11,sh510050
2019-07-15,sz159915
2019-07-18,sh510050
2019-07-19,sz159915
2019-08-05,sh511010
2019-08-12,sz159915
2019-08-13,sh511010
2019-08-14,sz159915
2019-09-26,sh510050
2019-09-27,sz159915
2019-10-08,sh510050
2019-10-21,空仓
2019-10-24,sh510050
2019-10-25,sh511010
2019-10-28,空仓
2019-10-29,sh510050
2019-10-30,sz159915
2019-10-31,空仓
2019-11-01,sh510050
2019-11-07,sz159915
2019-11-18,sh511010
2019-11-19,sz159915
2019-11-26,sh511010
2019-11-27,sz159915
2019-11-29,sh511010
2019-12-05,sz159915
2019-12-12,sh511010
2019-12-13,sz159915
2020-02-03,sh511010
2020-02-04,sz159915
2020-03-13,sh511010
2020-04-21,sz159915
2020-04-24,sh510050
2020-04-28,sz159915
2020-07-06,sh510050
2020-07-07,sz159915
2020-08-12,sh511010
2020-08-18,sh510050
2020-08-26,空仓
2020-08-27,sh510050
2020-09-07,空仓
2020-09-11,sh510050
2020-09-21,空仓
2020-10-09,sh511010
2020-10-12,sz159915
2020-10-14,sh510050
2020-10-20,sz159915
2020-10-21,sh510050
2020-10-22,sz159915
2020-11-11,sh510050
2020-11-16,sh511010
2020-11-18,sh510050
2020-12-14,空仓
2020-12-16,sz159915
2020-12-18,sh510050
2020-12-21,sz159915
2021-02-18,sh510050
2021-02-23,sh511010
2021-02-25,sh510050
2021-02-26,空仓
2021-03-02,sh511010
2021-03-18,空仓
2021-03-19,sh511010
2021-04-08,空仓
2021-04-12,sh511010
2021-04-13,sz159915
2021-07-06,sh511010
2021-07-07,sz159915
2021-07-27,sh511010
2021-07-29,sz159915
2021-08-11,sh511010
2021-09-01,sh510050
2021-09-02,sh511010
2021-09-03,sh510050
2021-09-08,空仓
2021-09-10,sh510050
2021-09-14,sh511010
2021-09-17,空仓
2021-09-27,sh510050
2021-10-18,sz159915
2021-10-21,sh510050
2021-10-25,sz159915
2021-10-28,sh510050
2021-10-29,sz159915
2021-12-09,sh510050
2021-12-10,sz159915
2021-12-13,sh510050
2021-12-16,sz159915
2021-12-17,sh511010
2021-12-23,sh510050
2021-12-29,sh511010
2021-12-31,sh510050
2022-01-06,sh511010
2022-03-01,空仓
2022-03-14,sh511010
2022-03-15,空仓
2022-03-21,sh511010
2022-03-22,空仓
2022-03-25,sh511010
2022-04-15,sh510050
2022-04-18,sh511010
2022-04-20,空仓
2022-04-21,sh510050
2022-04-22,sh511010
2022-05-31,sz159915
2022-07-25,sh511010
2022-07-26,sz159915
2022-07-28,sh511010
2022-09-15,sh510050
2022-09-16,sh511010
2022-09-21,空仓
2022-10-27,sh511010
2022-11-02,sz159915
