date,product
2017-12-07,sh511010
2017-12-11,空仓
2017-12-12,sh511010
2017-12-28,空仓
2017-12-29,sh511010
2018-01-02,sh510050
2018-01-04,sz159915
2018-01-05,sh510050
2018-02-08,sh511010
2018-03-08,sz159915
2018-04-11,sh511010
2018-04-25,sz159915
2018-04-26,sh511010
2018-05-09,sz159915
2018-05-11,sh511010
2018-05-15,sz159915
2018-05-17,sh510050
2018-05-22,sz159915
2018-05-25,sh511010
2018-05-28,空仓
2018-05-31,sh510050
2018-06-01,空仓
2018-06-04,sh510050
2018-06-06,空仓
2018-06-07,sh511010
2018-06-12,空仓
2018-06-13,sh511010
2018-07-18,sz159915
2018-07-27,sh510050
2018-08-08,sh511010
2018-08-09,sh510050
2018-08-15,sh511010
2018-08-17,空仓
2018-08-31,sh510050
2018-09-05,空仓
2018-09-13,sh510050
2018-10-08,sh511010
2018-10-09,sh510050
2018-10-11,sh511010
2018-10-19,sh510050
2018-10-25,sh511010
2018-11-06,sh510050
2018-11-07,sh511010
2018-11-09,sz159915
2018-12-06,sh511010
2018-12-07,sz159915
2018-12-10,sh511010
2019-01-18,sh510050
2019-02-15,sz159915
2019-04-04,sh510050
2019-05-06,空仓
2019-05-10,sh511010
2019-06-10,sh510050
2019-07-15,sz159915
2019-07-22,sh511010
2019-07-23,sz159915
2019-07-31,sh511010
2019-08-01,sz159915
2019-08-05,sh511010
2019-08-08,sz159915
2019-08-09,sh511010
2019-08-12,sz159915
2019-08-13,sh511010
2019-08-16,sz159915
2019-09-26,sh510050
2019-10-21,空仓
2019-10-23,sh510050
2019-11-01,sz159915
2019-11-04,sh510050
2019-11-05,sz159915
2019-11-12,sh511010
2019-11-13,sz159915
2019-11-25,sh511010
2019-12-09,sz159915
2020-02-03,sh511010
2020-02-04,sz159915
2020-03-12,sh511010
2020-04-15,sz159915
2020-04-20,sh510050
2020-04-22,sz159915
2020-05-22,sh511010
2020-05-25,sz159915
2020-07-06,sh510050
2020-07-07,sz159915
2020-08-07,sh511010
2020-08-12,空仓
2020-08-14,sh510050
2020-08-20,空仓
2020-08-21,sh510050
2020-09-07,空仓
2020-09-08,sh510050
2020-09-09,空仓
2020-09-11,sh510050
2020-09-14,空仓
2020-09-18,sh510050
2020-09-22,sh511010
2020-09-30,空仓
2020-10-12,sh510050
2020-10-14,sz159915
2020-11-10,sh510050
2020-11-13,sh511010
2020-11-17,sh510050
2020-12-10,sz159915
2020-12-11,空仓
2020-12-14,sh510050
2020-12-15,sz159915
2021-02-22,sh510050
2021-02-24,sh511010
2021-02-25,sh510050
2021-02-26,空仓
2021-03-02,sh511010
2021-03-26,空仓
2021-03-29,sh511010
2021-03-31,空仓
2021-04-02,sh511010
2021-04-07,sz159915
2021-04-12,sh511010
2021-04-14,sz159915
2021-07-26,sh511010
2021-08-02,sz159915
2021-08-10,sh511010
2021-08-25,sz159915
2021-08-26,sh511010
2021-08-31,空仓
2021-09-02,sh511010
2021-09-06,sh510050
2021-09-08,sh511010
2021-09-10,sh510050
2021-09-14,空仓
2021-09-15,sh510050
2021-09-16,空仓
2021-09-17,sh510050
2021-10-18,sz159915
2021-10-22,sh510050
2021-10-26,sz159915
2021-10-28,sh510050
2021-10-29,sz159915
2021-12-07,sh510050
2021-12-14,sz159915
2021-12-16,sh510050
2021-12-20,sh511010
2021-12-24,sh510050
2022-01-05,sh511010
2022-02-21,sh510050
2022-02-22,空仓
2022-03-14,sh511010
2022-03-15,空仓
2022-03-22,sh511010
2022-04-14,sh510050
2022-04-19,sh511010
2022-05-26,sz159915
2022-07-22,sh511010
2022-08-22,sz159915
2022-08-24,sh511010
2022-08-31,sh510050
2022-09-02,sh511010
2022-09-15,空仓
2022-10-24,sh511010
2022-10-26,sz159915
2022-10-27,sh511010
2022-11-01,sz159915
2022-11-02,sh511010
2022-11-03,sz159915
