date,product
2019-11-26,sh511010
2019-12-06,sz159915
2019-12-09,sh511010
2019-12-10,sz159915
2020-02-03,sh511010
2020-02-04,sz159915
2020-03-13,sh511010
2020-04-16,sz159915
2020-04-21,sh510050
2020-04-22,sz159915
2020-07-06,sh510050
2020-07-07,sz159915
2020-08-10,sh511010
2020-08-13,空仓
2020-08-17,sh510050
2020-08-20,空仓
2020-08-21,sh510050
2020-09-07,空仓
2020-09-08,sh510050
2020-09-09,空仓
2020-09-11,sh510050
2020-09-16,空仓
2020-09-18,sh510050
2020-09-22,sh511010
2020-10-09,空仓
2020-10-12,sh510050
2020-10-15,sz159915
2020-10-16,sh510050
2020-10-19,sz159915
2020-10-23,sh510050
2020-10-26,sz159915
2020-11-10,sh510050
2020-11-13,sh511010
2020-11-18,sh510050
2020-11-24,sz159915
2020-11-25,sh510050
2020-12-10,空仓
2020-12-11,sz159915
2020-12-15,sh510050
2020-12-16,sz159915
2021-02-05,sh510050
2021-02-09,sz159915
2021-02-22,sh510050
2021-02-24,sh511010
2021-02-25,sh510050
2021-02-26,空仓
2021-03-02,sh511010
2021-03-26,空仓
2021-03-30,sh511010
2021-04-01,空仓
2021-04-02,sh511010
2021-04-07,空仓
2021-04-08,sz159915
2021-04-13,sh511010
2021-04-14,sz159915
2021-07-27,sh511010
2021-07-29,sz159915
2021-07-30,sh511010
2021-08-02,sz159915
2021-08-11,sh511010
2021-08-26,sz159915
2021-08-27,sh511010
2021-09-01,空仓
2021-09-03,sh511010
2021-09-07,sh510050
2021-09-08,sh511010
2021-09-13,sh510050
2021-09-14,空仓
2021-09-23,sh510050
2021-10-14,sz159915
2021-10-15,sh510050
2021-10-18,sz159915
2021-10-25,sh510050
2021-10-27,sz159915
2021-10-28,sh510050
2021-10-29,sz159915
2021-12-08,sh510050
2021-12-15,sz159915
2021-12-17,sh510050
2021-12-21,sh511010
2021-12-28,sh510050
2022-01-05,sh511010
2022-02-22,空仓
2022-02-23,sh511010
2022-02-24,空仓
2022-03-23,sh511010
2022-04-15,sh510050
2022-04-20,sh511010
2022-05-27,sz159915
2022-07-25,sh511010
2022-08-11,sz159915
2022-08-12,sh511010
2022-08-23,sz159915
2022-08-24,sh511010
2022-09-09,sh510050
2022-09-13,sh511010
2022-09-16,空仓
2022-10-24,sh511010
2022-10-26,sz159915
2022-10-27,sh511010
2022-11-01,sz159915
2022-11-03,sh511010
2022-11-04,sz159915
