信号日期,股票名称,股票数量,买入单价,买入总价,卖出单价,卖出总价,单次利润,单次利润率,当前资产,累计利润率
2015-01-05,sh510050,19000.0,2.622,49822.9818,2.344,44531.5464,-5291.435400000002,-0.10620471133664669,50000.0,-0.10620471133664669
2015-01-19,sh511010,400.0,105.543,42221.421720000006,105.548,42214.97808,-6.443640000004962,-0.00015261541979181276,44708.5646,-0.1063573267564385
2015-01-20,sz159915,26900.0,1.657,44577.75733,1.638,44057.79378,-519.9635500000004,-0.011664192663413208,44702.12095999999,-0.1180215194198517
2015-01-23,sh510050,17500.0,2.524,44174.417,2.519,44078.09175,-96.32525000000169,-0.0021805664124554644,44182.15740999999,-0.12020208583230717
2015-01-26,sz159915,26100.0,1.686,44009.000459999996,2.377,62033.496029999995,18024.49557,0.40956384788567407,44085.83215999999,0.2893617620533669
2015-04-08,sh510050,21400.0,2.898,62023.40172,2.877,61561.64322,-461.75850000000355,-0.007444907683144786,62110.32772999999,0.2819168543702221
2015-04-09,sz159915,24900.0,2.466,61409.54034,2.44,60749.9244,-659.615939999996,-0.010741261640259268,61648.56922999999,0.27117559272996283
2015-04-14,sh510050,20300.0,2.999,60885.787970000005,3.171,64364.86287,3479.0748999999923,0.05714100147170999,60988.95328999999,0.3283165942016728
2015-04-24,sz159915,24300.0,2.645,64279.92735,2.65,64388.5605,108.63315000000148,0.0016900011322119437,64468.02818999998,0.33000659533388477
2015-04-27,sh510050,19800.0,3.255,64455.4449,3.22,63749.62440000001,-705.8204999999944,-0.010950517851440574,64576.661339999984,0.3190560774824442
2015-04-29,sz159915,23400.0,2.723,63724.57182,2.74,64109.58840000001,385.01658000001044,0.006041885712273594,63870.84083999999,0.3250979631947178
2015-05-04,sh510050,20000.0,3.211,64226.422,3.096,61913.808,-2312.6140000000014,-0.03600720588171643,64255.85742,0.2890907573130014
2015-05-05,sz159915,23100.0,2.67,61683.1677,3.32,76684.3308,15001.163099999998,0.24319702861174555,61943.24342,0.5322877859247469
2015-06-18,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76944.40651999999,0.5322877859247469
2015-06-30,sh511010,700.0,105.888,74129.01216,105.823,74068.69239,-60.31977000000188,-0.0008137133929399698,76944.40651999999,0.5314740725318069
2015-07-02,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76884.08674999999,0.5314740725318069
2015-07-07,sh511010,700.0,107.299,75116.81093,108.043,75622.53699000001,505.72606000000087,0.00673252836134481,76884.08674999999,0.5382066008931518
2015-07-24,sh510050,28100.0,2.745,77142.21345,2.494,70074.39186,-7067.821589999992,-0.09162067399817386,77389.81280999999,0.4465859268949779
2015-07-27,sh511010,600.0,108.099,64865.88594,108.182,64902.70908000001,36.8231400000077,0.0005676811388048961,70321.99122,0.4471536080337828
2015-08-04,sz159915,28800.0,2.442,70336.63296,2.565,73864.6128,3527.97984,0.05015849766374714,70358.81436,0.4973121056975299
2015-08-11,sh511010,600.0,108.593,65162.31558,108.522,65106.68868000001,-55.62689999999566,-0.0008536667167958806,73886.7942,0.49645843898073405
2015-08-12,sz159915,29600.0,2.489,73681.76744,2.525,74732.526,1050.758560000002,0.014260767575311601,73831.1673,0.5107192065560456
2015-08-14,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74881.92586,0.5107192065560456
2015-08-27,sh511010,600.0,108.378,65033.30268,108.639,65176.88165999999,143.57897999999113,0.0022077762328399577,74881.92586,0.5129269827888856
2015-09-08,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75025.50484,0.5129269827888856
2015-09-09,sh511010,600.0,108.667,65206.72002,108.45,65063.493,-143.22701999999845,-0.0021965070464527014,75025.50484,0.5107304757424329
2015-09-10,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74882.27781999999,0.5107304757424329
2015-09-15,sh511010,600.0,108.428,65063.30568,108.321,64986.10074,-77.20493999999599,-0.0011866126258587603,74882.27781999999,0.5095438631165742
2015-09-23,sh510050,34300.0,2.18,74781.4774,2.174,74560.74318,-220.73421999999846,-0.0029517231763062017,74805.07287999999,0.506592139940268
2015-09-28,sz159915,37600.0,1.979,74417.84104000001,2.454,92261.17296000001,17843.331919999997,0.23977223298387687,74584.33866,0.7463643729241448
2015-12-02,sh510050,37500.0,2.462,92334.2325,2.461,92278.27125,-55.961249999993015,-0.0006060726177584572,92427.67057999999,0.7457583003063863
2015-12-03,sz159915,36000.0,2.561,92205.2196,2.53,91070.892,-1134.3275999999896,-0.01230220593715705,92371.70933,0.7334560943692293
2015-12-04,sh511010,800.0,108.616,86901.48928000001,108.785,87019.2972,117.80791999999201,0.0013556490340506165,91237.38173000001,0.7348117434032799
2015-12-16,sz159915,35200.0,2.593,91282.72736,2.668,93904.20864000001,2621.4812800000072,0.028718261995628512,91355.18965,0.7635300053989085
2015-12-18,sh511010,800.0,109.1,87288.728,109.521,87608.03832,319.31032000000414,0.0036580934023921637,93976.67093000001,0.7671880988013007
2015-12-21,sh510050,37700.0,2.499,94221.72123,2.424,91375.66152000001,-2846.059709999987,-0.030205983003140122,94295.98125000001,0.7369821157981605
2015-12-30,sz159915,35100.0,2.605,91444.64355,2.539,89109.98811,-2334.6554399999877,-0.025530805844559367,91449.92154000002,0.7114513099536012
2015-12-31,sh511010,800.0,109.845,87884.7876,110.028,88013.59776,128.81016000000818,0.0014656707209247234,89115.26610000004,0.7129169806745259
2016-01-26,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89244.07626000005,0.7129169806745259
2016-02-01,sh511010,800.0,109.804,87851.98432,110.11,88079.1912,227.2068799999979,0.002586246420711444,89244.07626000005,0.7155032270952374
2016-02-15,sz159915,44300.0,2.017,89362.03530999999,2.117,93773.72169,4411.686380000014,0.04936868732561564,89471.28314000004,0.764871914420853
2016-02-23,sh511010,800.0,110.197,88166.41576,110.366,88283.97072,117.55495999999403,0.0013333303728711543,93882.96952000006,0.7662052447937242
2016-02-24,sz159915,44800.0,2.097,93954.99456,1.896,84932.30592,-9022.688640000008,-0.09603202769851778,94000.52448000005,0.6701732170952064
2016-02-25,sh511010,700.0,110.279,77203.01953,110.53,77363.2629,160.2433699999965,0.0020756101377320895,84977.83584000004,0.6722488272329384
2016-03-01,sh510050,43100.0,1.971,84958.59501,2.14,92224.7766,7266.181589999993,0.08552615058128882,85138.07921000004,0.7577749778142273
2016-03-24,sz159915,43900.0,2.1,92199.219,2.03,89108.08829999999,-3091.130700000009,-0.03352664733526657,92404.26080000003,0.7242483304789608
2016-04-20,sh511010,800.0,111.129,88912.09032,110.653,88513.54776000002,-398.54255999998713,-0.00448243381260758,89313.13010000002,0.7197658966663532
2016-04-21,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88914.58754000004,0.7197658966663532
2016-04-22,sh510050,41200.0,2.156,88836.08272,2.145,88365.1626,-470.9201200000098,-0.005301000512193788,88914.58754000004,0.7144648961541593
2016-04-25,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88443.66742000003,0.7144648961541593
2016-04-26,sh510050,41000.0,2.152,88240.8232,2.142,87813.2178,-427.6054000000004,-0.004845890875596459,88443.66742000003,0.7096190052785628
2016-04-28,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88016.06202000003,0.7096190052785628
2016-05-03,sz159915,41600.0,2.112,87867.98591999999,2.102,87434.45568,-433.5302399999928,-0.004933881611838734,88016.06202000003,0.7046851236667241
2016-05-04,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87582.53178000003,0.7046851236667241
2016-05-13,sh511010,700.0,111.304,77920.59128000001,111.026,77710.42818,-210.16310000000522,-0.0026971445743372855,87582.53178000003,0.7019879790923867
2016-05-16,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87372.36868000003,0.7019879790923867
2016-05-20,sh511010,700.0,110.98,77693.7686,110.8,77552.244,-141.52459999998973,-0.0018215695100158875,87372.36868000003,0.7001664095823709
2016-06-02,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87230.84408000004,0.7001664095823709
2016-06-03,sz159915,41300.0,2.109,87110.41017,2.141,88414.45767,1304.0475000000006,0.014970053492517042,87230.84408000004,0.7151364630748879
2016-07-07,sh510050,40400.0,2.189,88444.44356,2.177,87942.00492,-502.43863999999303,-0.005680838951280673,88534.89158000004,0.7094556241236072
2016-07-08,sz159915,41000.0,2.145,87953.7945,2.146,87977.2014,23.40690000000177,0.00026612723343052324,88032.45294000005,0.7097217513570377
2016-07-25,sh510050,40000.0,2.201,88048.804,2.19,87591.24,-457.5639999999985,-0.005196708861599056,88055.85984000005,0.7045250424954387
2016-08-01,sh511010,700.0,112.649,78862.18543,112.718,78894.70974,32.52431000000797,0.00041241958769805263,87598.29584000005,0.7049374620831367
2016-08-05,sh510050,39900.0,2.195,87589.25805,2.204,87930.80604000001,341.5479900000064,0.0038994278248713444,87630.82015000006,0.708836889908008
2016-08-08,sh511010,700.0,112.79,78960.8953,113.036,79117.28748,156.39217999999528,0.0019806282515643574,87972.36814000006,0.7108175181595723
2016-08-12,sh510050,38700.0,2.272,87935.19264,2.267,87724.12671,-211.06592999999702,-0.0024002441305164923,88128.76032000006,0.7084172740290557
2016-08-26,sz159915,41900.0,2.095,87789.27805000001,2.104,88148.78424000001,359.50619000000006,0.004095103616130034,87917.69439000006,0.7125123776451858
2016-08-30,sh510050,38700.0,2.276,88090.00812,2.286,88459.35317999999,369.3450599999924,0.004192814461963208,88277.20058000006,0.716705192107149
2016-09-06,sz159915,41600.0,2.128,88533.65248,2.06,85687.4304,-2846.222080000007,-0.03214847688163522,88646.54564000005,0.6845567152255138
2016-09-12,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85800.32356000005,0.6845567152255138
2016-09-20,sh511010,700.0,112.872,79018.30103999999,112.854,78989.90022000001,-28.40081999998074,-0.0003594207876679595,85800.32356000005,0.6841972944378458
2016-09-21,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85771.92274000007,0.6841972944378458
2016-09-23,sh511010,700.0,112.873,79019.00111000001,113.175,79214.57775,195.57663999998476,0.0024750583689070976,85771.92274000007,0.6866723528067529
2016-10-10,sz159915,40500.0,2.119,85828.08195,2.113,85567.94235,-260.1396000000095,-0.003030938057680893,85967.49938000005,0.683641414749072
2016-10-13,sh511010,700.0,113.227,79266.82589000001,113.474,79423.85682,157.03092999999353,0.0019810422359778624,85707.35978000004,0.6856224569850499
2016-10-19,sz159915,41000.0,2.092,85780.5772,2.09,85681.431,-99.14620000000286,-0.0011558117610801395,85864.39071000004,0.6844666452239697
2016-10-21,sh510050,37300.0,2.295,85612.06035,2.36,88019.1972,2407.1368499999953,0.02811679616352085,85765.24451000003,0.7125834413874905
2016-12-14,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88172.38136000003,0.7125834413874905
2017-01-11,sh511010,700.0,110.66,77469.7462,110.384,77261.07312,-208.6730799999932,-0.002693607378824654,88172.38136000003,0.7098898340086659
2017-01-16,sh510050,37600.0,2.339,87955.19463999999,2.395,90042.9948,2087.8001600000134,0.023737087599491596,87963.70828000004,0.7336269216081575
2017-02-20,sz159915,49500.0,1.817,89950.49415,1.845,91318.36725,1367.873099999997,0.01520695481359951,90051.50844000005,0.7488338764217569
2017-03-29,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91419.38154000005,0.7488338764217569
2017-03-31,sh510050,38700.0,2.356,91186.31771999999,2.35,90935.90550000001,-250.4122199999838,-0.0027461600189724582,91419.38154000005,0.7460877164027845
2017-04-14,sh511010,800.0,110.94,88760.8752,110.697,88548.74424,-212.13095999999496,-0.0023899151458569097,91168.96932000006,0.7436978012569275
2017-04-17,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90956.83836000007,0.7436978012569275
2017-04-21,sh510050,38800.0,2.341,90839.88308,2.336,90627.73632,-212.14676000000327,-0.0023353922617136338,90956.83836000007,0.7413624089952139
2017-04-24,空仓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90744.69160000006,0.7413624089952139
2017-05-12,sh510050,38200.0,2.37,90543.0534,2.565,97973.2017,7430.148300000001,0.08206204695986098,90744.69160000006,0.8234244559550749
2017-06-29,sz159915,56300.0,1.742,98084.40746,1.761,99134.38556999998,1049.9781099999818,0.010704842259746286,98174.83990000006,0.8341292982148212
