date,open,close
2014-02-13,97.15,97.17
2014-02-14,97.17,97.31
2014-02-17,97.31,97.275
2014-02-18,97.286,97.32
2014-02-19,97.27,97.567
2014-02-20,97.569,97.5
2014-02-21,97.5,97.361
2014-02-24,97.333,97.525
2014-02-25,97.525,97.733
2014-02-26,97.766,97.733
2014-02-27,97.798,97.969
2014-02-28,97.98,97.933
2014-03-03,97.9,97.861
2014-03-04,97.822,97.5
2014-03-05,97.45,97.449
2014-03-06,97.49,97.523
2014-03-07,97.25,97.47
2014-03-10,97.5,97.466
2014-03-11,87.777,97.535
2014-03-12,97.615,97.542
2014-03-13,97.59,97.81
2014-03-14,97.61,97.851
2014-03-17,97.859,97.952
2014-03-18,97.936,97.764
2014-03-19,97.8,97.688
2014-03-20,97.61,97.638
2014-03-21,97.689,97.849
2014-03-24,97.65,97.857
2014-03-25,97.917,97.804
2014-03-26,97.805,97.799
2014-03-27,97.758,97.774
2014-03-28,97.6,97.612
2014-03-31,97.639,97.559
2014-04-01,97.501,97.508
2014-04-02,97.46,97.422
2014-04-03,97.416,97.419
2014-04-04,97.011,97.322
2014-04-08,97.0,97.397
2014-04-09,97.35,97.489
2014-04-10,97.301,97.597
2014-04-11,97.6,97.854
2014-04-14,97.795,97.951
2014-04-15,97.9,98.276
2014-04-16,98.247,97.966
2014-04-17,98.298,98.529
2014-04-18,98.508,98.552
2014-04-21,98.65,98.682
2014-04-22,98.605,98.286
2014-04-23,98.3,98.351
2014-04-24,98.199,98.019
2014-04-25,98.293,98.309
2014-04-28,98.15,98.168
2014-04-29,98.158,98.285
2014-04-30,98.21,98.622
2014-05-05,98.58,98.756
2014-05-06,98.8,98.843
2014-05-07,98.843,98.7
2014-05-08,98.718,98.856
2014-05-09,98.856,99.212
2014-05-12,99.25,99.12
2014-05-13,99.15,99.087
2014-05-14,99.09,98.96
2014-05-15,99.0,99.045
2014-05-16,98.951,99.052
2014-05-19,99.058,98.988
2014-05-20,98.902,99.003
2014-05-21,99.001,98.95
2014-05-22,98.67,99.074
2014-05-23,99.081,99.144
2014-05-26,99.115,99.268
2014-05-27,99.284,99.547
2014-05-28,99.56,99.55
2014-05-29,99.58,99.719
2014-05-30,99.896,99.827
2014-06-03,99.851,99.99
2014-06-04,99.99,100.401
2014-06-05,100.413,99.791
2014-06-06,99.833,99.862
2014-06-09,99.91,99.897
2014-06-10,99.897,99.878
2014-06-11,99.863,99.96
2014-06-12,99.88,99.779
2014-06-13,99.755,99.736
2014-06-16,99.78,100.135
2014-06-17,100.161,99.923
2014-06-18,99.98,99.936
2014-06-19,99.975,99.9
2014-06-20,99.905,99.989
2014-06-23,99.97,99.999
2014-06-24,100.023,100.244
2014-06-25,100.075,100.214
2014-06-26,100.257,100.02
2014-06-27,100.03,99.941
2014-06-30,99.956,99.886
2014-07-01,99.936,99.786
2014-07-02,99.786,99.708
2014-07-03,99.711,99.724
2014-07-04,99.714,99.722
2014-07-07,99.75,99.68
2014-07-08,99.666,99.337
2014-07-09,99.4,99.045
2014-07-10,99.032,98.683
2014-07-11,98.736,99.412
2014-07-14,99.41,99.518
2014-07-15,99.518,99.44
2014-07-16,99.401,99.204
2014-07-17,99.106,98.895
2014-07-18,98.8,98.863
2014-07-21,98.8,98.915
2014-07-22,98.88,99.005
2014-07-23,99.01,99.014
2014-07-24,99.062,98.974
2014-07-25,99.111,99.137
2014-07-28,99.12,99.134
2014-07-29,99.11,99.11
2014-07-30,99.121,99.286
2014-07-31,99.17,99.306
2014-08-01,99.22,99.795
2014-08-04,99.75,99.803
2014-08-05,99.751,99.884
2014-08-06,99.885,99.981
2014-08-07,99.957,99.806
2014-08-08,99.81,99.902
2014-08-11,99.83,99.947
2014-08-12,99.901,99.88
2014-08-13,99.88,99.954
2014-08-14,100.002,100.015
2014-08-15,99.933,100.141
2014-08-18,100.05,100.074
2014-08-19,100.066,100.037
2014-08-20,100.0,99.998
2014-08-21,100.001,99.94
2014-08-22,99.941,99.913
2014-08-25,99.9,99.912
2014-08-26,99.923,99.988
2014-08-27,99.98,99.909
2014-08-28,99.96,99.972
2014-08-29,99.922,99.993
2014-09-01,99.96,100.05
2014-09-02,100.03,100.016
2014-09-03,100.025,99.995
2014-09-04,99.995,99.974
2014-09-05,99.975,99.972
2014-09-09,99.992,100.001
2014-09-10,100.007,99.936
2014-09-11,99.935,99.924
2014-09-12,99.939,99.902
2014-09-15,99.936,99.996
2014-09-16,100.003,99.98
2014-09-17,100.016,99.999
2014-09-18,99.995,100.49
2014-09-19,100.522,100.592
2014-09-22,100.535,100.693
2014-09-23,100.79,100.952
2014-09-24,100.731,100.488
2014-09-25,100.518,100.536
2014-09-26,100.54,100.46
2014-09-29,100.525,100.697
2014-09-30,100.722,101.138
2014-10-08,101.8,101.079
2014-10-09,101.08,101.112
2014-10-10,101.129,101.068
2014-10-13,101.119,101.153
2014-10-14,101.18,101.856
2014-10-15,102.05,102.228
2014-10-16,102.213,102.531
2014-10-17,102.3,102.8
2014-10-20,102.84,102.976
2014-10-21,102.905,102.731
2014-10-22,102.979,102.222
2014-10-23,102.248,102.337
2014-10-24,102.2,102.38
2014-10-27,102.455,102.303
2014-10-28,102.368,102.678
2014-10-29,102.7,102.924
2014-10-30,102.924,102.839
2014-10-31,102.851,102.805
2014-11-03,102.903,103.023
2014-11-04,103.065,103.539
2014-11-05,103.578,103.809
2014-11-06,103.787,103.551
2014-11-07,103.565,103.979
2014-11-10,103.958,104.265
2014-11-11,104.28,104.191
2014-11-12,104.301,104.157
2014-11-13,104.202,103.938
2014-11-14,103.801,103.803
2014-11-17,103.901,103.467
2014-11-18,103.48,103.841
2014-11-19,103.83,103.601
2014-11-20,103.7,103.595
2014-11-21,103.59,103.643
2014-11-24,104.0,103.856
2014-11-25,104.003,103.991
2014-11-26,103.991,103.97
2014-11-27,104.012,104.043
2014-11-28,104.19,104.095
2014-12-01,104.062,104.22
2014-12-02,104.21,104.052
2014-12-03,104.04,103.323
2014-12-04,103.32,102.888
2014-12-05,102.879,102.536
2014-12-08,102.8,102.305
2014-12-09,102.012,102.259
2014-12-10,102.3,102.46
2014-12-11,102.471,102.537
2014-12-12,102.55,102.674
2014-12-15,102.67,102.79
2014-12-16,102.731,102.907
2014-12-17,102.907,103.42
2014-12-18,103.45,103.121
2014-12-19,103.111,103.186
2014-12-22,103.2,103.205
2014-12-23,103.213,103.39
2014-12-24,103.698,103.678
2014-12-25,103.703,103.624
2014-12-26,103.689,103.504
2014-12-29,103.602,103.503
2014-12-30,103.55,103.265
2014-12-31,103.388,103.398
2015-01-05,103.396,103.296
2015-01-06,103.163,103.362
2015-01-07,103.33,103.492
2015-01-08,103.599,103.518
2015-01-09,103.526,103.715
2015-01-12,103.698,103.99
2015-01-13,103.951,104.228
2015-01-14,104.251,104.342
2015-01-15,104.7,104.657
2015-01-16,104.55,105.217
2015-01-19,105.2,105.543
2015-01-20,104.36,105.548
2015-01-21,105.694,105.615
2015-01-22,105.678,105.643
2015-01-23,105.651,105.693
2015-01-26,105.777,105.82
2015-01-27,105.75,105.919
2015-01-28,105.919,105.849
2015-01-29,105.614,105.689
2015-01-30,105.7,105.313
2015-02-02,105.4,105.457
2015-02-03,105.432,105.673
2015-02-04,105.698,105.831
2015-02-05,105.931,106.033
2015-02-06,106.048,106.452
2015-02-09,106.455,106.595
2015-02-10,106.62,105.94
2015-02-11,106.299,106.487
2015-02-12,106.6,106.773
2015-02-13,106.74,106.962
2015-02-16,106.968,106.677
2015-02-17,106.836,106.898
2015-02-25,106.95,106.904
2015-02-26,107.095,106.707
2015-02-27,106.671,106.729
2015-03-02,106.745,106.407
2015-03-03,106.375,106.359
2015-03-04,106.28,106.435
2015-03-05,106.437,106.256
2015-03-06,106.221,106.222
2015-03-09,106.201,105.875
2015-03-10,106.079,105.747
2015-03-11,105.949,106.3
2015-03-12,106.3,106.303
2015-03-13,106.322,106.217
2015-03-16,106.5,106.215
2015-03-17,106.141,106.278
2015-03-18,106.281,106.254
2015-03-19,106.255,106.256
2015-03-20,106.269,106.273
2015-03-23,106.282,106.343
2015-03-24,106.384,106.342
2015-03-25,106.361,106.352
2015-03-26,106.353,106.323
2015-03-27,106.323,106.24
2015-03-30,106.24,105.738
2015-03-31,105.752,105.046
2015-04-01,105.2,105.419
2015-04-02,105.441,105.62
2015-04-03,105.672,105.499
2015-04-07,105.471,105.424
2015-04-08,105.42,105.255
2015-04-09,105.111,105.329
2015-04-10,105.342,105.387
2015-04-13,105.41,105.466
2015-04-14,105.466,105.643
2015-04-15,105.697,105.612
2015-04-16,105.612,106.297
2015-04-17,105.888,106.313
2015-04-20,106.401,106.66
2015-04-21,106.779,106.717
2015-04-22,107.0,106.942
2015-04-23,106.948,106.837
2015-04-24,106.837,106.65
2015-04-27,106.669,106.94
2015-04-28,106.91,107.059
2015-04-29,106.852,107.099
2015-04-30,107.0,107.23
2015-05-04,107.44,106.912
2015-05-05,107.05,106.868
2015-05-06,106.841,106.455
2015-05-07,106.401,106.658
2015-05-08,106.756,107.029
2015-05-11,107.03,107.198
2015-05-12,107.27,107.18
2015-05-13,107.2,107.132
2015-05-14,107.145,107.357
2015-05-15,107.417,107.372
2015-05-18,107.381,107.4
2015-05-19,107.325,107.193
2015-05-20,107.388,107.085
2015-05-21,107.046,106.946
2015-05-22,106.998,107.04
2015-05-25,107.1,107.035
2015-05-26,107.037,107.014
2015-05-27,106.91,106.906
2015-05-28,107.0,106.929
2015-05-29,106.92,106.311
2015-06-01,106.486,105.8
2015-06-02,105.77,105.97
2015-06-03,105.92,106.595
2015-06-04,106.6,106.69
2015-06-05,106.65,107.051
2015-06-08,107.003,107.151
2015-06-09,107.39,106.939
2015-06-10,107.088,106.693
2015-06-11,106.655,106.74
2015-06-12,106.74,106.61
2015-06-15,106.61,106.199
2015-06-16,106.45,106.196
2015-06-17,106.111,106.05
2015-06-18,106.34,106.121
2015-06-19,106.121,106.198
2015-06-23,106.14,106.392
2015-06-24,106.392,106.656
2015-06-25,106.666,106.2
2015-06-26,106.319,105.795
2015-06-29,106.37,105.95
2015-06-30,105.912,105.888
2015-07-01,105.888,106.07
2015-07-02,106.06,105.823
2015-07-03,105.771,105.907
2015-07-06,105.92,106.59
2015-07-07,106.242,107.299
2015-07-08,107.311,107.818
2015-07-09,107.601,107.653
2015-07-10,107.786,107.042
2015-07-13,107.0,107.184
2015-07-14,107.18,107.08
2015-07-15,107.155,107.333
2015-07-16,107.332,107.9
2015-07-17,107.9,108.605
2015-07-20,108.311,108.401
2015-07-21,108.695,108.36
2015-07-22,108.37,108.316
2015-07-23,108.36,108.45
2015-07-24,108.16,108.043
2015-07-27,108.173,108.099
2015-07-28,108.129,108.374
2015-07-29,108.38,108.721
2015-07-30,108.588,108.266
2015-07-31,108.278,108.18
2015-08-03,108.17,108.393
2015-08-04,107.8,108.182
2015-08-05,108.4,108.423
2015-08-06,108.401,108.622
2015-08-07,108.65,108.689
2015-08-10,108.52,108.663
2015-08-11,108.64,108.593
2015-08-12,108.59,108.522
2015-08-13,108.495,108.408
2015-08-14,108.45,108.358
2015-08-17,108.325,108.018
2015-08-18,108.099,107.635
2015-08-19,107.549,107.698
2015-08-20,107.64,107.686
2015-08-21,107.6,107.713
2015-08-24,107.588,107.883
2015-08-25,107.784,108.0
2015-08-26,107.81,108.1
2015-08-27,108.198,108.378
2015-08-28,108.292,108.532
2015-08-31,108.532,108.766
2015-09-01,108.85,109.13
2015-09-02,109.1,109.115
2015-09-07,109.108,109.019
2015-09-08,108.995,108.639
2015-09-09,108.635,108.667
2015-09-10,108.691,108.45
2015-09-11,108.499,108.214
2015-09-14,108.209,108.389
2015-09-15,108.41,108.428
2015-09-16,108.425,108.4
2015-09-17,108.35,108.372
2015-09-18,108.399,108.358
2015-09-21,108.4,108.377
2015-09-22,108.378,108.305
2015-09-23,108.31,108.321
2015-09-24,108.321,108.315
2015-09-25,108.32,108.278
2015-09-28,108.271,108.301
2015-09-29,108.3,108.429
2015-09-30,108.517,108.691
2015-10-08,108.71,108.579
2015-10-09,107.69,107.86
2015-10-12,107.55,108.44
2015-10-13,108.275,108.302
2015-10-14,108.399,108.623
2015-10-15,108.839,108.451
2015-10-16,108.39,108.016
2015-10-19,108.012,108.064
2015-10-20,108.09,108.589
2015-10-21,108.56,108.499
2015-10-22,108.498,108.406
2015-10-23,108.407,108.539
2015-10-26,108.28,108.664
2015-10-27,108.8,108.85
2015-10-28,108.85,109.04
2015-10-29,109.0,108.748
2015-10-30,108.73,108.805
2015-11-02,108.805,108.836
2015-11-03,108.55,108.773
2015-11-04,108.764,108.406
2015-11-05,108.435,108.392
2015-11-06,108.394,108.222
2015-11-09,108.221,107.214
2015-11-10,107.488,107.501
2015-11-11,107.526,107.917
2015-11-12,107.9,108.013
2015-11-13,108.05,108.003
2015-11-16,108.03,108.032
2015-11-17,108.032,108.15
2015-11-18,108.149,107.953
2015-11-19,107.935,108.012
2015-11-20,107.97,108.023
2015-11-23,108.001,108.022
2015-11-24,108.018,108.268
2015-11-25,108.268,108.273
2015-11-26,108.273,108.495
2015-11-27,108.533,108.443
2015-11-30,108.435,108.578
2015-12-01,108.581,108.433
2015-12-02,108.533,108.6
2015-12-03,108.638,108.635
2015-12-04,108.718,108.616
2015-12-07,108.611,108.671
2015-12-08,108.671,108.725
2015-12-09,108.725,108.711
2015-12-10,108.713,108.757
2015-12-11,108.729,108.759
2015-12-14,108.76,108.63
2015-12-15,108.577,108.704
2015-12-16,108.689,108.785
2015-12-17,108.785,108.821
2015-12-18,108.8,109.1
2015-12-21,109.206,109.521
2015-12-22,109.519,109.459
2015-12-23,109.452,109.501
2015-12-24,109.511,109.648
2015-12-25,109.691,109.6
2015-12-28,109.601,110.065
2015-12-29,110.175,109.998
2015-12-30,109.913,109.967
2015-12-31,109.964,109.845
2016-01-04,109.887,109.505
2016-01-05,109.543,109.44
2016-01-06,109.402,109.475
2016-01-07,109.47,109.591
2016-01-08,109.564,109.85
2016-01-11,109.85,109.9
2016-01-12,109.942,110.192
2016-01-13,110.2,110.324
2016-01-14,110.454,110.185
2016-01-15,110.187,110.288
2016-01-18,110.226,110.169
2016-01-19,110.149,109.88
2016-01-20,109.89,109.843
2016-01-21,109.808,110.097
2016-01-22,110.145,110.112
2016-01-25,110.073,109.967
2016-01-26,109.921,110.028
2016-01-27,109.918,109.829
2016-01-28,109.827,109.756
2016-01-29,109.73,109.806
2016-02-01,109.838,109.804
2016-02-02,109.811,109.789
2016-02-03,109.806,109.91
2016-02-04,109.909,109.874
2016-02-05,109.908,109.905
2016-02-15,109.958,110.11
2016-02-16,110.09,110.106
2016-02-17,110.1,110.109
2016-02-18,110.073,110.042
2016-02-19,110.035,110.139
2016-02-22,110.14,110.135
2016-02-23,110.111,110.197
2016-02-24,110.25,110.366
2016-02-25,110.38,110.279
2016-02-26,110.345,110.362
2016-02-29,110.348,110.373
2016-03-01,110.375,110.53
2016-03-02,110.63,110.57
2016-03-03,110.203,110.498
2016-03-04,110.491,110.435
2016-03-07,110.28,110.399
2016-03-08,110.401,110.421
2016-03-09,110.43,110.5
2016-03-10,110.5,110.639
2016-03-11,110.65,110.937
2016-03-14,110.9,110.672
2016-03-15,110.673,110.636
2016-03-16,110.65,110.821
2016-03-17,110.83,110.82
2016-03-18,110.8,110.819
2016-03-21,110.77,110.714
2016-03-22,110.72,110.83
2016-03-23,110.825,110.95
2016-03-24,110.96,111.194
2016-03-25,111.22,111.315
2016-03-28,111.305,111.357
2016-03-29,111.324,111.399
2016-03-30,111.4,111.46
2016-03-31,111.48,111.43
2016-04-01,111.489,111.742
2016-04-05,111.743,111.578
2016-04-06,111.603,111.61
2016-04-07,111.61,111.523
2016-04-08,111.5,111.52
2016-04-11,111.51,111.523
2016-04-12,111.507,111.496
2016-04-13,111.453,111.308
2016-04-14,111.303,111.15
2016-04-15,111.197,111.144
2016-04-18,111.144,111.214
2016-04-19,111.215,111.26
2016-04-20,111.225,111.129
2016-04-21,110.996,110.653
2016-04-22,110.671,110.625
2016-04-25,110.587,110.03
2016-04-26,110.03,110.199
2016-04-27,110.196,110.297
2016-04-28,110.349,110.644
2016-04-29,110.644,110.689
2016-05-03,110.691,110.752
2016-05-04,110.74,110.73
2016-05-05,110.745,110.803
2016-05-06,110.799,110.733
2016-05-09,110.736,110.821
2016-05-10,110.876,110.982
2016-05-11,110.989,111.047
2016-05-12,111.037,111.242
2016-05-13,111.099,111.304
2016-05-16,111.289,111.026
2016-05-17,111.007,111.044
2016-05-18,111.042,110.932
2016-05-19,110.881,110.835
2016-05-20,110.825,110.98
2016-05-23,110.844,110.886
2016-05-24,110.86,110.899
2016-05-25,110.894,110.953
2016-05-26,110.943,110.883
2016-05-27,110.9,110.896
2016-05-30,110.899,110.853
2016-05-31,110.811,110.891
2016-06-01,110.88,110.904
2016-06-02,110.9,110.8
2016-06-03,110.731,110.755
2016-06-06,110.755,110.771
2016-06-07,110.774,110.794
2016-06-08,110.783,110.897
2016-06-13,110.88,110.91
2016-06-14,110.858,111.078
2016-06-15,111.035,111.092
2016-06-16,111.09,111.177
2016-06-17,111.13,111.223
2016-06-20,111.186,111.123
2016-06-21,111.12,111.137
2016-06-22,111.185,111.202
2016-06-23,111.214,111.256
2016-06-24,111.271,111.423
2016-06-27,111.413,111.654
2016-06-28,111.672,111.63
2016-06-29,111.6,111.55
2016-06-30,111.529,111.559
2016-07-01,111.565,111.85
2016-07-04,111.92,111.85
2016-07-05,111.829,111.857
2016-07-06,111.857,111.992
2016-07-07,112.014,112.101
2016-07-08,112.17,111.998
2016-07-11,112.002,111.962
2016-07-12,111.95,111.917
2016-07-13,111.888,111.861
2016-07-14,111.858,111.891
2016-07-15,111.891,112.026
2016-07-18,111.982,112.053
2016-07-19,112.053,112.129
2016-07-20,112.152,112.196
2016-07-21,112.326,112.26
2016-07-22,112.307,112.24
2016-07-25,112.206,112.227
2016-07-26,112.227,112.297
2016-07-27,112.323,112.318
2016-07-28,112.3,112.347
2016-07-29,112.395,112.42
2016-08-01,112.405,112.649
2016-08-02,112.595,112.616
2016-08-03,112.619,112.627
2016-08-04,112.659,112.571
2016-08-05,112.553,112.718
2016-08-08,112.78,112.79
2016-08-09,112.788,112.974
2016-08-10,112.999,113.127
2016-08-11,113.155,113.06
2016-08-12,113.063,113.036
2016-08-15,113.033,112.872
2016-08-16,112.985,113.023
2016-08-17,113.0,113.045
2016-08-18,113.046,112.979
2016-08-19,113.017,112.846
2016-08-22,112.835,112.95
2016-08-23,112.967,112.888
2016-08-24,112.888,112.676
2016-08-25,112.722,112.681
2016-08-26,112.72,112.808
2016-08-29,112.814,112.85
2016-08-30,112.842,112.789
2016-08-31,112.81,112.797
2016-09-01,112.8,112.661
2016-09-02,112.711,112.651
2016-09-05,112.688,112.673
2016-09-06,112.682,112.521
2016-09-07,112.528,112.556
2016-09-08,112.55,112.6
2016-09-09,112.58,112.766
2016-09-12,112.69,112.632
2016-09-13,112.632,112.685
2016-09-14,112.721,112.784
2016-09-19,112.84,112.811
2016-09-20,112.828,112.872
2016-09-21,112.913,112.854
2016-09-22,112.879,112.85
2016-09-23,112.86,112.873
2016-09-26,112.876,112.903
2016-09-27,112.903,112.921
2016-09-28,112.919,112.988
2016-09-29,112.951,113.094
2016-09-30,113.192,113.157
2016-10-10,113.145,113.175
2016-10-11,113.181,113.197
2016-10-12,113.232,113.198
2016-10-13,113.194,113.227
2016-10-14,113.243,113.317
2016-10-17,113.437,113.415
2016-10-18,113.435,113.43
2016-10-19,113.421,113.474
2016-10-20,113.558,113.607
2016-10-21,113.671,113.762
2016-10-24,113.935,113.757
2016-10-25,113.783,113.648
2016-10-26,113.627,113.494
2016-10-27,113.509,113.333
2016-10-28,113.361,113.524
2016-10-31,113.524,113.463
2016-11-01,113.498,113.501
2016-11-02,113.545,113.411
2016-11-03,113.42,113.479
2016-11-04,113.48,113.611
2016-11-07,113.592,113.494
2016-11-08,113.494,113.487
2016-11-09,113.477,113.515
2016-11-10,113.515,113.452
2016-11-11,113.36,113.469
2016-11-14,113.439,113.181
2016-11-15,113.011,112.91
2016-11-16,112.914,112.923
2016-11-17,112.923,112.728
2016-11-18,112.72,112.501
2016-11-21,112.529,112.574
2016-11-22,112.574,112.693
2016-11-23,112.722,112.761
2016-11-24,112.761,112.554
2016-11-25,112.524,112.297
2016-11-28,112.281,112.318
2016-11-29,112.306,111.705
2016-11-30,111.786,111.694
2016-12-01,111.701,111.677
2016-12-02,111.681,111.704
2016-12-05,111.727,111.664
2016-12-06,111.618,111.541
2016-12-07,111.52,111.498
2016-12-08,111.523,111.584
2016-12-09,111.603,111.533
2016-12-12,111.533,110.737
2016-12-13,110.624,110.398
2016-12-14,110.451,110.03
2016-12-15,109.968,108.185
2016-12-16,108.2,108.644
2016-12-19,108.618,109.283
2016-12-20,108.9,109.182
2016-12-21,110.0,109.884
2016-12-22,109.887,110.149
2016-12-23,110.16,109.877
2016-12-26,109.895,109.879
2016-12-27,109.812,109.996
2016-12-28,110.439,110.24
2016-12-29,110.316,110.681
2016-12-30,110.715,110.719
2017-01-03,110.8,110.716
2017-01-04,110.72,110.589
2017-01-05,110.59,110.615
2017-01-06,110.61,110.613
2017-01-09,110.614,110.662
2017-01-10,110.765,110.705
2017-01-11,110.707,110.66
2017-01-12,110.708,110.726
2017-01-13,110.749,110.754
2017-01-16,110.756,110.384
2017-01-17,110.384,110.429
2017-01-18,110.466,110.54
2017-01-19,110.541,110.725
2017-01-20,110.685,110.881
2017-01-23,110.901,111.149
2017-01-24,111.151,110.882
2017-01-25,110.826,110.703
2017-01-26,110.708,110.876
2017-02-03,110.763,110.827
2017-02-06,110.828,110.715
2017-02-07,110.736,110.695
